,Ref.,Name,,RRP(AED),COO,Comments
1,"CWPAMIXT
",WPaMIX-T,"2 channel micro-mixer which keeps the standard wall-panel format of the WPm series. It allows to a mix a stereo unbalanced signal (2xRCA) with a microphone signal (XLR), getting a balanced mono output that can be sent to a preamplifier, amplifier, mixer, digital or analogue matrix, etc.
The MIC input includes a 2 band EQ (BASS, TREBLE) and talk-over function. Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.",613.46,SPAIN,
1,"CWPAMIXTUS
",WPaMIX-TUS,"2 channel micro-mixer which keeps the standard wall-panel format of the WPm series, but with USA frame. It allows to a mix a stereo unbalanced signal (2xRCA) with a microphone signal (XLR), getting a balanced mono output that can be sent to a preamplifier, amplifier, mixer, digital or analogue matrix, etc.
The MIC input includes a 2 band EQ (BASS, TREBLE) and talk-over function. Dimensions 116.5x114.8x27mm",613.46,SPAIN,
1,"CWPAVOL
",WPaVOL,"Remote wall panel control for one volume management. Compatible with all Ecler 0-10V DC REMOTE control port, like  ALMA, MIMO88 / SG, NXA series, CA series, GPA series, etc.
Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.",331.01,CHINA,
1,"CWPAVOLUS
",WPaVOLUS,"Remote wall panel control with USA frame for one volume management. Compatible with all Ecler 0-10V DC REMOTE control port, like MPA-R, ALMA, MIMO88 / SG, NXA series, CA series, GPA series, etc.
Dimensions 116.5x114.8x27mm",383.95,CHINA,
1,"CWPAVOLJ
",WPaVOL-J,"Remote wall panel control for one volume management and a front panel stereo mini-jack connector. Compatible with all ECLER 0-10V DC REMOTE control port, like MPA-R, ALMA, MIMO88 / SG, NXA series, CA series, GPA series, etc.",388.38,CHINA,
1,"CWPAVOLSR
",WPaVOL-SR,"Remote wall panel control for one volume management + source or preset selection. Compatible with all Ecler 0-10V DC REMOTE control port, like MPA-R, ALMA, MIMO88 / SG, NXA series, CA series, GPA series, etc.
Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.",472.24,CHINA,
1,"CWPAVOLSRUS
",WPaVOL-SRUS,"Remote wall panel control with USA frame for one volume management + source or preset selection. Compatible with all Ecler 0-10V DC REMOTE control port, like MPA-R, ALMA, MIMO88 / SG, NXA series, CA series, GPA series, etc.
Dimensions 116.5x114.8x27mm",472.24,CHINA,
1,"CWPAVOLSRJ
",WPaVOL-SR-J,Same features as WPaVOL-SR + front panel stereo mini-jack connector. Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.,494.3,CHINA,
1,"CWPACNXCBO
",WPaCNX-CBO,"Connection wall plate with Female 3 pin XLR connector + Jackk ST (combo connector). Screw-type connector at the back (no solder needed).
Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.",370.74,CHINA,
1,"CWPACNXJRCA
",WPaCNX-JRCA,Connection wall plate with 1 x stereo minijack and 2 x RCA connectors.  Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.,348.64,CHINA,
1,"CWPAHAT6
",WPaH-AT6,"70 / 100V line attenuator with integrated 24 VDC priority relay. 6W maximum output power.
Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.",406.05,SPAIN,
1,"CWPAHAT40
",WPaH-AT40,"70 / 100V line attenuator with integrated 24 VDC priority relay. 40W maximum output power.
Universal surface-mount installation box included. Dimensions 86 x 38 x 86 mm.",485.48,SPAIN,
1,"CWPAHAT100
",WPaH-AT100,"70 / 100V line attenuator with integrated 24 VDC priority relay. 100W maximum output power.
Universal surface-mount installation box included. Dimensions 172 x 38 x 86 mm.",520.79,SPAIN,
1,"CUBWPAVOL
",UBWPaVOL,"UBWPaVOL is a remote wall panel control for one volume management, in US single gang bare format. It is compatible with Ecler devices including 0-10VDC or 0-12VDC remote control ports (internal jumper selectable). Dimensions: 35x65x35mm / 1.4""x2.5""x1.4"".
Weight: 30gr / 0.07 lb.",348.64,SPAIN,
1,"CUBWPACNXJRC
",UBWPaCNXJRC,"UBWPaCNX-JRC is a connection wall-panel, in US single gang bare format, with 1 x stereo minijack and 2 x RCA connectors. This connector can be screwed at the rear (does not require any soldering). Dimensions: 35x65x35mm / 1.4""x2.5""x1.4"". Weight: 30gr / 0.07 lb.",326.58,SPAIN,
1,"CETH232AD
",ETH232AD,Ecler ETH232AD is a serial interface that allows bidirectional transparent transmission between RS-232/422/485 and Ethernet. It includes a setting webpage for Ethernet and Serial customized settings. Dimensions: 100 × 86 × 26 mm (3.94” × 3.39” × 1.02”) Weight: 0.5kg / 1.10 lb.,944.47,CHINA,
1,"C1UHRMKIT
",1UHRMKIT,Kit that enables a half-width x 1U height rack device to be mounted into a standard width rack cabinet.,119.17,SPAIN,
1,"C2UHRMKIT
",2UHRMKIT,Kit that enables a half-width x 2U height rack device to be mounted into a standard width rack cabinet.,158.9,SPAIN,
1,"CVEORACK19
",VEORACK19,"Universal 19"" rack mount accessory. Mounting screws and Velkro® included.",436.93,SPAIN,
1,"CPUM3
",PUM3,Ecler PUM3 is a rack-mount accessory that allows to mount two half-width RU devices in 1 standard width RU space. Mounting screws included.,79.43,SPAIN,
1,"CWPA2FMBOX
",WPa2FMBOX,"Double Flush-Mount box, compatible with the WPa wall panel series. It includes a single frame for fitting 2 adjacent panels in a twin housing.",225.09,CHINA,
1,"CWPA2SMBOX
",WPa2SMBOX,"Double Surface-mount box, compatible with the WPa wall panel series. It includes a single frame for fitting 2 adjacent panels in a twin housing.",225.09,CHINA,
1,"CWP24PSU
",WP24-PSU,"Ecler WP24-PSU is a 24VDC 0.5A external PSU. International AC plugs set. Coaxial connector (+ center), compatible with eMPAGE, DN44BOB, WPNET Series, eMCONTROL1, WPaMIX-T and WPaBT.",222.43,CHINA,
1,"CLABI1SWK
",LABI1-SWK,Subwoofer-Wheel-Kit. 4 wheel kit for LABI1-SB18/18p subwoofer,684.08,SPAIN,
1,"CLABI1CFC
",LABI1-CFC,Column-Flight-Case. Flight case for 2 LABI1-C100i + wiring + mounting accessories,4170.65,SPAIN,
1,"CLABI1SPC
",LABI1-SPC,Subwoofer-Protection-Cover. Nylon protection cover for LABI1-SB18/18p subwoofer,842.94,SPAIN,
1,"CMBSTAND
",MBSTAND,Microphone floor boom stand.,247.15,CHINA,
1,"CMDSTAND
",MDSTAND,Microphone desktop stand.,66.19,CHINA,
1,"CNXAC8RM
",CNXAC8RM,"8 x Schuko sockets rack mount AC strip + ON/OFF switch, 1 RU.",185.35,CHINA,
1,"CNXEBEB1
",CNXEBEB1,"Euroblock 3 pin to Euroblock 3 pin premade cable, 1 metre length.",92.68,CHINA,
1,"CNXEBEB2M5
",CNXEBEB2M5,"Euroblock 3 pin to Euroblock 3 pin premade cable, 2.5 metre length.",97.1,CHINA,
1,"CNXEBLINK4
",CNXEBLINK4,"Euroblock 3 pin to Euroblock 3 pin, 4 connectors premade link cable (amplifiers, preamps and mixers inputs link wire, to share the same audio signal).",92.68,CHINA,
1,"CNXEBRCA1
",CNXEBRCA1,"Double Euroblock 3 pin to double RCA male and female connection premade cable including RCA to Euroblock unbalancing, 1 metre length.",110.35,CHINA,
1,"CNXRCAEBAD
",CNXRCAEBAD,Euroblock 3 pin to RCA MONO female adapter including RCA to Euroblock unbalancing.,83.86,CHINA,
1,"CNXMJXLR2
",CNXMJXLR2,2m lenght minijack ST to mono XLR male. Includes an internal resistance for overload protection and a propper sum of the signals.,110.35,CHINA,
1,"CNXXLRFEB
",CNXXLRFEB,"Euroblock 3 pin to XLR female connection premade cable, 0.5 metre length.",75.04,CHINA,
1,"CNXXLRXLR1
",CNXXLRXLR1,"XLR male to XLR female cable, 1 metre length.",83.86,CHINA,
1,"CNXXLRXLR5
",CNXXLRXLR5,"XLR male to XLR female cable, 5 metre length.",154.47,CHINA,
1,"CNXXLRXLR10
",CNXXLRXLR10,"XLR male to XLR female cable, 10 metre length.",242.72,CHINA,
1,"CFLATYBK
",FLATY,"FLATY is a wall bracket that allows the columns of the MIA series to be installed attached to the wall. It is made of stainless steel and allows the height to be adjusted at any point along the length of the column, as well as allowing 2 columns to be installed side by side on top of each other. Black color.",146.15,CHINA,
1,"CFLATYWH
",FLATY,"FLATY is a wall bracket that allows the columns of the MIA series to be installed attached to the wall. It is made of stainless steel and allows the height to be adjusted at any point along the length of the column, as well as allowing 2 columns to be installed side by side on top of each other. White color.",146.15,CHINA,
1,"CHANDYBK
",HANDY,"HANDY is a wall bracket compatible with the MIA and NIMBO-14 series. It is incredibly versatile and intelligent with swivel and tilt adjustment, made of stainless steel. Black color.",246.95,CHINA,
1,"CHANDYWH
",HANDY,"HANDY is a wall bracket compatible with the MIA and NIMBO-14 series. It is incredibly versatile and intelligent with swivel and tilt adjustment, made of stainless steel. White colour.",246.95,CHINA,
1,"CGROUNDYBK
",GROUNDY,"GROUNDY is a bracket that allows you to install eMOTUS series speakers on the floor. Compatible with eMOTUS3OD, eMOTUS5P, eMOTUS5PB and eMOTUS5OD. Available in black colour.",176.41,CHINA,
1,"CCEILYBK
",CEILY,"CEILY is a bracket that allows eMOTUS series speakers to be mounted on the ceiling. Compatible with eMOTUS3OD, eMOTUS5P, eMOTUS5PB and eMOTUS5OD. Black colour.",196.57,CHINA,
1,"CCEILYWH
",CEILY,"CEILY is a bracket that allows eMOTUS series speakers to be mounted on the ceiling. Compatible with eMOTUS3OD, eMOTUS5P, eMOTUS5PB and eMOTUS5OD. White colour.",196.57,CHINA,
1,"CRAILAPTORWH
",RAILAPTOR,"RAILAPTOR is an adapter for hanging compatible loudspeakers from a ceiling light rail. It is suitable for eMOTUS5OD, AUDEO103 and AUDEO106 cabinets and light rails performing 4 wire 3 circuit track system such as Global Track Pro, Eutrac or other compatible systems. Dimensions: 85x150x30 mm / 3.3""x5.9""x1.2"". Weight: 130gr / 0,29lb. White colour.",108.5,CHINA,
1,"CRAILAPTORBK
",RAILAPTOR,"RAILAPTOR is an adapter for hanging compatible loudspeakers from a ceiling light rail. It is suitable for eMOTUS5OD, AUDEO103 and AUDEO106 cabinets and light rails performing 4 wire 3 circuit track system such as Global Track Pro, Eutrac or other compatible systems.",108.5,CHINA,
1,"CARQ108UBBK
",ARQ108UBBK,Optional U-BRACKET accessory kit available for the ARQIS108i model. Black colour.,203.44,SPAIN,
1,"CARQ108UBWH
",ARQ108UBWH,Optional U-BRACKET accessory kit available for the ARQIS108i model. White colour.,203.44,SPAIN,
1,"CARQ110UBBK
",ARQ110UBBK,Optional U-BRACKET accessory kit available for the ARQIS110i model. Black colour.,248.67,SPAIN,
1,"CARQ110UBWH
",ARQ110UBWH,Optional U-BRACKET accessory kit available for the ARQIS110i model. White colour.,248.67,SPAIN,
1,"CARQ112UBBK
",ARQ112UBBK,Optional U-BRACKET accessory kit available for the ARQIS112i model. Black colour.,271.26,SPAIN,
1,"CARQ112UBWH
",ARQ112UBWH,Optional U-BRACKET accessory kit available for the ARQIS112i model. White colour.,271.26,SPAIN,
1,"CARQSB10SATB
",ARQSB10SATB,"Kit including 2 metal brackets, to convert an ARQISSB10i subwoofer unit into a hanging cluster, combining the ARQIS SB10 unit and 4 x eAMBIT103 satellite loudspeakers. (loudspeakers not included with this reference)",387.52,SPAIN,
1,"CAVICCAN6L
",AVICCAN6L,Low Profile Back Can for VIC6 in-ceiling loudspeakers. Delivered by master carton of 2 units. Price per unit.,171.82,CHINA,
1,"CAVICSG
",AVICSG,"Printable squared grill for VIC series (6 & 8 inches compatible). Magnetic fixation. White colour.
Delivered by master carton of 2 units. Price per pair.",162.76,CHINA,
1,CAVICRG6BK,AVICRG6,"Printable round grill for VIC series (6 inches compatible). Magnetic fixation. Black colour.
Delivered by master carton of 2 units. Price per pair.",153.74,CHINA,
1,"CAVICRG6WH
",AVICRG6,"Printable round grill for VIC series (6 inches compatible). Magnetic fixation. White colour.
Delivered by master carton of 2 units. Price per pair.",153.74,CHINA,
1,"CAVICRG8BK
",AVICRG8,"Printable round grill for VIC series (8 inches compatible). Magnetic fixation. Black colour.
Delivered by master carton of 2 units. Price per pair.",171.82,CHINA,
1,"CAVICRG8WH
",AVICRG8,"Printable round grill for VIC series (8 inches compatible). Magnetic fixation. White colour.
Delivered by master carton of 2 units. Price per pair.",171.82,CHINA,
1,"CICTB6
",IC-TB6,Tile bridge compatible with IC6 in-ceiling loudspeakers. Sold in kits of 2 units. Price per kit.,343.6,CHINA,
1,"CICTB8
",IC-TB8,Tile bridge compatible with IC8 and IC6CLASS series in-ceiling loudspeakers. Sold in kits of 2 units. Price per kit.,370.74,CHINA,
1,"CCOLORPAINT
",COLORPAINT,"Launching of painting in ceiling loudspeakers grilles (PKIC6,PKIC8, AVICSG, AVICRG) in a RAL colour . There is no charge for launching when painting a minimum of 100 units in the same RAL colour.",1029.07,CHINA,
1,CPAINT1S,PAINT1S,Painting by unit when there are less than 10 units.,167.92,,
1,CPAINT10S,PAINT10S,Painting by unit when there are more than 10 units and with a maximum of 99 units.,86.11,,
1,CPAINT100S,PAINT100S,Painting by unit when there are 100 or more units.,60.28,,
1,"CPKIC6
",PKIC6,"Accessory for personalizing the IC6 ceiling loudspeaker. The kit includes a grille that can be painted (with the appearance of the IC6CLASS) and an accessory (anchor ring) to mount this grille on the IC6.
Easy to paint and mount.",180.84,SPAIN,
1,"CPKIC8
",PKIC8,"Accessory to personalize the IC8 ceiling loudspeaker. The kit includes a grille that can be painted (with the appearance of the IC6CLASS) and an accessory (anchor ring) to mount this grill on the IC8.
Easy to paint and mount.",180.84,SPAIN,
1,CPOLE01,POLE01,Adjustable 35 mm rod for pole for loudspeaker mount on top of a sub-woofer unit (ARQIS110i on top of ARQISSB15).,188.63,SPAIN,
1,"CSR12
",SR12,Mount bracket for  ARQIS110i and ARQIS112i loudspeakers. Delivered by master carton of 2 units. Price per unit.,162.76,CHINA,
1,"CTRIPO1
",TRIPO1,Loudspeaker floor stand with 35 MM pole. Delivered by master carton of 2 units. Price per unit.,322.93,CHINA,
1,"CLABI1SAC
",LABI1-SAC,"Subwoofer-adapter-column, to install the LABI1-C100i satellite loudspeaker on LABI1-SB18p",776.75,SPAIN,
1,"CLABI1CAC
",LABI1-CAC,"Column-adapter-column, to connect vertically two LABI1-C100i column loudspeakers. Includes 60cm Speakon®-Speakon® cable.
Warning: Only for stacking, NOT for flying",926.8,SPAIN,
1,"CLABI1TBC
",LABI1-TBC,Truss-Bracket-Column. Support to install a LABI1-C100i loudspeaker to truss,560.48,SPAIN,
1,"CLABI1PBC
",LABI1-PBC,Pole-Bracket-Column. Pole adaptor to install LABI1-C100i loudspeakers in a 35mm standard pole,953.29,SPAIN,
1,"CLABI1WBC
",LABI1-WBC,Wall-Bracket-Column. LABI1-C100i wall mount bracket,631.1,SPAIN,
1,"CLABI1HBC
",LABI1-HBC,Horizontal-Bracket-Column. High-density foam pieces to let LABI1-C100i rest on the floor horizontally. Allows 0º/ 30º/ 45º inclinations relative to the horizontal surface,158.9,SPAIN,
1,"CLABI1ODCNX
",LABI1-ODCNX,Outdoor kit to cover LABI1-C100i connections and make it ready for outdoor applications,322.19,SPAIN,
1,"CVEOSWC44
",VEO-SWC44,"Wireless conferencing and presentation switcher with Full HD video resolution wireless inputs and a 4K / UHD HDMI 2.0 video output. It supports wireless connection for USB devices like webcam and mic via dongle, Windows & macOS applications and is also Airplay
/ Miracast compliant. An integrated audio de-embedder provides stereo unbalanced analogue output on a 3,5mm jack connector. Includes a WebGUI for configuration and management as well as RS-232,TCP/IP remote control, all enabled by a pair of LAN RJ-45 connectors with independent networks available. Support for PoE. Dimensions 41x220x120 mm / 1.6""x8.66""x4.72"". Weight 1 kg / 2.2 lb.",4170.65,CHINA,
1,"CVEOSWC44TU
",VEO-SWC44TU,Plug-n-play USB Type-C for VEO-SWC44 wireless connection with a laptop or PC.,1301.93,CHINA,
