,Brand,"REFERENCE/
PART NO",MODEL,Description,UOM, MRP QAR , MRP AED 
1,PROCAB,PLS440/1,PLS440/1,Loudspeaker cable - 4 x 4.0 mm² - 11 AWG - HighFlex™ 100 meter,,6075,6001
1,PROCAB,PLS440/3,PLS440/3,Loudspeaker cable - 4 x 4.0 mm² - 11 AWG - HighFlex™ 300 meter,,18226,18003
1,PROCAB,PLS825/1,PLS825/1,Loudspeaker cable - 8 x 2.5 mm² - 13 AWG - HighFlex™ 100 m wooden reel,,6939,6854
1,PROCAB,PLS840/1,PLS840/1,Loudspeaker cable - 8 x 4 mm² - 11 AWG - HighFlex™ 100 m wooden reel,,13812,13643
1,PROCAB,PMI224/1,PMI224/1,Balanced microphone cable - 2 x 0.22 mm² - 24 AWG - HighFlex™ 100 meters,,764,755
1,PROCAB,PMI224/3,PMI224/3,Balanced microphone cable - 2 x 0.22 mm² - 24 AWG - HighFlex™ 300 meters,,2216,2189
1,PROCAB,PMX222/1,PMX222/1,"DMX-AES cable - flex 2 x 0.34 mm² - 22 AWG - HighFlex™ 100 meter, dark grey",,1029,1017
1,PROCAB,PMX222/3,PMX222/3,"DMX-AES cable - flex 2 x 0.34 mm² - 22 AWG - HighFlex™ 300 meter, dark grey",,2957,2921
1,PROCAB,PMX422/1,PMX422/1,"DMX-AES cable - flex 2 pairs 0.34 mm² - 22 AWG - HighFlex™ 100 meter, dark grey",,1430,1412
1,PROCAB,PMX422/3,PMX422/3,"DMX-AES cable - flex 2 pairs 0.34 mm² - 22 AWG - HighFlex™ 300 meter, dark grey",,4147,4096
1,PROCAB,PNC047/1,PNC047/1,4 x CAT7 S/FTP networking cable 100 meter,,9308,9195
1,PROCAB,PNC047/3,PNC047/3,4 x CAT7 S/FTP networking cable 300 meter,,27925,27585
1,PROCAB,PNC2517/1,PNC2517/1,CAT7 S/FTP & 3G2.5 Power cable 100 meter,,6585,6504
1,PROCAB,PNC2517/3,PNC2517/3,CAT7 S/FTP & 3G2.5 Power cable 300 meter,,19754,19513
1,PROCAB,PNC2527/1,PNC2527/1,2 x CAT7 S/FTP & 3G2.5 Power cable 100 meter,,8183,8083
1,PROCAB,PNC2527/3,PNC2527/3,2 x CAT7 S/FTP & 3G2.5 Power cable 300 meter,,24549,24249
1,PROCAB,PRD600/1.5,PRD600/1.5,Networking cable - CAT6A -  S/FTP - RJ45 - DuraFlex™ 1.5 meter,,93,92
1,PROCAB,PRD600/3,PRD600/3,Networking cable - CAT6A -  S/FTP - RJ45 - DuraFlex™ 3 meter,,144,142
1,PROCAB,PRD600/5,PRD600/5,Networking cable - CAT6A -  S/FTP - RJ45 - DuraFlex™ 5 meter,,207,205
1,PROCAB,PRD620/0.75,PRD620/0.75,Networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 0.75 meter,,198,195
1,PROCAB,PRD620/1.5,PRD620/1.5,Networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 1.5 meter,,225,222
1,PROCAB,PRD620/10,PRD620/10,Networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 10 meter,,486,480
1,PROCAB,PRD620/20,PRD620/20,Networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 20 meter,,751,742
1,PROCAB,PRD620/3,PRD620/3,Networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 3 meter,,267,264
1,PROCAB,PRD620/5,PRD620/5,Networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 5 meter,,332,328
1,PROCAB,PROMO6006,PROMO6006,PROCAB gift box with foam inserts,,99,98
1,PROCAB,PROMO6007,PROMO6007,PROCAB gift box,,80,79
1,PROCAB,PROMO6033,PROMO6033,PROCAB USB drive - USB-A and USB-C,,55,54
1,PROCAB,PROMO6056,PROMO6056,PROCAB bulk display,,495,489
1,PROCAB,PROMO6057,PROMO6057,PROCAB bulk display,,1103,1090
1,PROCAB,PROMO6070/L,PROMO6070/L,PROCAB promotion polo-shirt  LARGE,,221,218
1,PROCAB,PROMO6070/M,PROMO6070/M,PROCAB promotion polo-shirt  MEDIUM,,221,218
1,PROCAB,PROMO6070/S,PROMO6070/S,PROCAB promotion polo-shirt  SMALL,,221,218
1,PROCAB,PROMO6070/XL,PROMO6070/XL,PROCAB promotion polo-shirt  EXTRA LARGE,,221,218
1,PROCAB,PROMO6211,PROMO6211,PROCAB Basic catalogue edition 2.0,,1,1
1,PROCAB,PROMO6215-ENG,PROMO6215-ENG,PROCAB Contractor CPR series English version,,11,11
1,PROCAB,PROMO6215-FR,PROMO6215-FR,PROCAB Contractor CPR series French version,,11,11
1,PROCAB,PROMO6217,PROMO6217,PROCAB Bulk Hybrid,,11,11
1,PROCAB,PROMO6221,PROMO6221,PROCAB Rental & MI catalogue,,32,32
1,PROCAB,PROMO6502,PROMO6502,White-colored mug with 1-tone PROCAB logo,,47,47
1,PROCAB,PROMO6521,PROMO6521,PROCAB twist ballpoint ,,17,17
1,PROCAB,PROMO6A-ALS07,PROMO6A-ALS07,Sample pack ALS07,,3,3
1,PROCAB,PROMO6A-ALS15,PROMO6A-ALS15,Sample pack ALS15,,5,5
1,PROCAB,PROMO6A-ALS25,PROMO6A-ALS25,Sample pack ALS25,,9,9
1,PROCAB,PROMO6A-BLS207,PROMO6A-BLS207,Sample pack BLS207,,5,5
1,PROCAB,PROMO6A-BLS215,PROMO6A-BLS215,Sample pack BLS215,,9,9
1,PROCAB,PROMO6A-BLS225,PROMO6A-BLS225,Sample pack BLS225,,13,13
1,PROCAB,PROMO6A-CLS207,PROMO6A-CLS207,Sample pack CLS207,,19,19
1,PROCAB,PROMO6A-CLS225,PROMO6A-CLS225,Sample pack CLS225,,42,41
1,PROCAB,PROMO6A-CLS240,PROMO6A-CLS240,Sample pack CLS240,,60,60
1,PROCAB,PROMO6A-CLS440,PROMO6A-CLS440,Sample pack CLS440,,130,129
1,PROCAB,PROMO6A-CLS840,PROMO6A-CLS840,Sample pack CLS840,,226,223
1,PROCAB,PROMO6A-CSB124,PROMO6A-CSB124,Sample pack CSB124,,27,27
1,PROCAB,PROMO6A-CSB224,PROMO6A-CSB224,Sample pack CSB224,,45,45
1,PROCAB,PROMO6A-LS07,PROMO6A-LS07,Sample pack LS07,,13,13
1,PROCAB,PROMO6A-LS40,PROMO6A-LS40,Sample pack LS40,,53,52
1,PROCAB,PROMO6A-LS425,PROMO6A-LS425,Sample pack LS425,,59,58
1,PROCAB,PROMO6A-LS440,PROMO6A-LS440,Sample pack LS440,,93,91
1,PROCAB,PROMO6A-MC305,PROMO6A-MC305,Sample pack MC305,,9,9
1,PROCAB,PROMO6A-MC405,PROMO6A-MC405,Sample pack MC405,,11,11
1,PROCAB,PROMO6A-PAC50,PROMO6A-PAC50,Sample pack PAC50,,45,45
1,PROCAB,PROMO6A-PAC52,PROMO6A-PAC52,Sample pack PAC52,,91,90
1,PROCAB,PROMO6A-PAC55,PROMO6A-PAC55,Sample pack PAC55,,84,83
1,PROCAB,PROMO6A-PLS225,PROMO6A-PLS225,Sample pack PLS225,,31,31
1,PROCAB,PROMO6A-PLS425,PROMO6A-PLS425,Sample pack PLS425,,57,56
1,PROCAB,PROMO6A-PMC224,PROMO6A-PMC224,Sample pack PMC224,,13,13
1,PROCAB,PROMO6A-PMI224,PROMO6A-PMI224,Sample pack PMI224,,17,17
1,PROCAB,PROMO6A-RIG48,PROMO6A-RIG48,Sample pack RIG48,,14,14
1,PROCAB,PROMO6A-RIG58,PROMO6A-RIG58,Sample pack RIG58,,19,19
1,PROCAB,PROMO6A-RZ07,PROMO6A-RZ07,Sample pack RZ07,,9,9
1,PROCAB,PROMO6A-RZ15,PROMO6A-RZ15,Sample pack RZ15,,14,14
1,PROCAB,PROMO6A-RZ25,PROMO6A-RZ25,Sample pack RZ25,,23,22
1,PROCAB,PROMO6A-RZ40,PROMO6A-RZ40,Sample pack RZ40,,41,40
1,PROCAB,PROMO6A-SIG48,PROMO6A-SIG48,Sample pack SIG48,,9,9
1,PROCAB,PROMO6A-SIG58,PROMO6A-SIG58,Sample pack SIG58,,15,15
1,PROCAB,PROMO6A-SIG85,PROMO6A-SIG85,Sample pack SIG85,,14,14
1,PROCAB,PROMO6D-BCT50U,PROMO6D-BCT50U,Sample pack BCT50U,,18,18
1,PROCAB,PROMO6D-BCT60U,PROMO6D-BCT60U,Sample pack BCT60U,,20,20
1,PROCAB,PROMO6D-BCT65S,PROMO6D-BCT65S,Sample pack BCT65s,,30,30
1,PROCAB,PROMO6D-CCT50U,PROMO6D-CCT50U,Sample pack CCT50U,,9,9
1,PROCAB,PROMO6D-CCT60F,PROMO6D-CCT60F,Sample pack CCT60F,,16,16
1,PROCAB,PROMO6D-CCT60U-DCA,PROMO6D-CCT60U-DCA,Sample pack CCT60U-Dca,,25,24
1,PROCAB,PROMO6D-CCT65F-CCA,PROMO6D-CCT65F-CCA,Sample pack CCT65F-Cca,,38,37
1,PROCAB,PROMO6D-CCT65F-DCA,PROMO6D-CCT65F-DCA,Sample pack CCT65F-Dca,,34,34
1,PROCAB,PROMO6D-CCT70S,PROMO6D-CCT70S,Sample pack CCT70S,,18,18
1,PROCAB,PROMO6D-CCT70S-CCA,PROMO6D-CCT70S-CCA,Sample pack CCT70S-Cca,,40,39
1,PROCAB,PROMO6D-CMX222,PROMO6D-CMX222,Sample pack CMX222,,20,20
1,PROCAB,PROMO6D-DMX30,PROMO6D-DMX30,Sample pack DMX30,,16,16
1,PROCAB,PROMO6D-PCT50SF,PROMO6D-PCT50SF,Sample pack PCT50SF,,34,34
1,PROCAB,PROMO6D-PCT60SF,PROMO6D-PCT60SF,Sample pack PCT60SF,,40,39
1,PROCAB,PROMO6D-PMX422,PROMO6D-PMX422,Sample pack PMX422,,25,24
1,PROCAB,PROMO6H-PAC151,PROMO6H-PAC151,Sample pack PAC151,,74,73
1,PROCAB,PROMO6H-PAC251,PROMO6H-PAC251,Sample pack PAC251,,101,100
1,PROCAB,PROMO6H-PAC252,PROMO6H-PAC252,Sample pack PAC252,,117,116
1,PROCAB,PROMO6H-PHC2522,PROMO6H-PHC2522,Sample pack PHC2522,,186,184
1,PROCAB,PROMO6H-PNC047,PROMO6H-PNC047,Sample pack PNC047,,180,178
1,PROCAB,PROMO6H-PNC2517,PROMO6H-PNC2517,Sample pack PNC2517,,127,125
1,PROCAB,PROMO6H-PNC2527,PROMO6H-PNC2527,Sample pack PNC2527,,158,156
1,PROCAB,PROMO6V-CCX159,PROMO6V-CCX159,Sample pack CCX159,,15,15
1,PROCAB,PROMO6V-CCX160,PROMO6V-CCX160,Sample pack CCX160,,25,24
1,PROCAB,PROMO6V-HDM26,PROMO6V-HDM26,Sample pack HDM26,,56,55
1,PROCAB,PROMO6V-PCX165,PROMO6V-PCX165,Sample pack PCX165,,45,45
1,PROCAB,PRP432/1.5,PRP432/1.5,Power cable - schuko male - powerCON power-in - 3 x 1.5 mm² 1.5 meter,,125,124
1,PROCAB,PRV220A/25,PRV220A/25,HDMI A male - HDMI A male - Armored active optical - HighFlex™ 25 meter,,1496,1478
1,PROCAB,PRV220A/50,PRV220A/50,HDMI A male - HDMI A male - Armored active optical - HighFlex™ 50 meter,,2071,2046
1,PROCAB,PRX102/100,PRX102/100,Cable reel - XLR male & female - XLR male 100 meter,,1649,1629
1,PROCAB,PRX102/50,PRX102/50,Cable reel - XLR male & female - XLR male 50 meter,,1382,1365
1,PROCAB,PRX160/100,PRX160/100,Cable reel - 3G-SDI - BNC female - BNC male - HighFlex™ 100 meter,,2504,2474
1,PROCAB,PRX160/50,PRX160/50,Cable reel - 3G-SDI - BNC female - BNC male - HighFlex™ 50 meter,,1671,1651
1,PROCAB,PRX220A/100,PRX220A/100,Cable reel - HDMI A male - HDMI A male - Armored active optical - HighFlex™ 100 meter,,3475,3433
1,PROCAB,PRX220A/50,PRX220A/50,Cable reel - HDMI A male - HDMI A male - Armored active optical - HighFlex™ 50 meter,,2468,2438
1,PROCAB,PRX222/50,PRX222/50,Cable reel - 2 x XLR male & female - 2 x XLR male  50 meter,,1668,1648
1,PROCAB,PRX350/50,PRX350/50,Cable reel - DMX AES/ EBU - XLR male & female  - XLR male - HighFlex™ 50 meter,,1427,1410
1,PROCAB,PRX606/50,PRX606/50,Cable reel - networking cable - CAT6 - U/UTP - RJ45 - HighFlex™ 50 meter with 5 meter tail,,1122,1108
1,PROCAB,PRX606/70,PRX606/70,Cable reel - networking cable - CAT6 - U/UTP - RJ45 - HighFlex™ 70 meter with 5 meter tail,,1353,1337
1,PROCAB,PRX606/90,PRX606/90,Cable reel - networking cable - CAT6 - U/UTP - RJ45 - HighFlex™ 90 meter with 5 meter tail,,1650,1630
1,PROCAB,PRX656/50,PRX656/50,Cable reel - networking cable - CAT6A - S/FTP - etherCON - HighFlex™ 50 meter,,1606,1587
1,PROCAB,PRX656/70,PRX656/70,Cable reel - networking cable - CAT6A - S/FTP - etherCON - HighFlex™ 70 meter,,1945,1921
1,PROCAB,PRX656/90,PRX656/90,Cable reel - networking cable - CAT6A - S/FTP - etherCON - HighFlex™ 90 meter,,2409,2380
1,PROCAB,PRX676/50,PRX676/50,Cable reel - networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 50 meter - CDM310,,2188,2161
1,PROCAB,PRX676/70,PRX676/70,Cable reel - networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 70 meter - CDM310,,2755,2721
1,PROCAB,PRX676/90,PRX676/90,Cable reel - networking cable - CAT6A - S/FTP - etherCON - DuraFlex™ 90 meter - CDM380,,3826,3779
1,PROCAB,TST200,TST200,Multifunctional cable tester - Transmitter and receiver,,462,456
1,PROCAB,VC110-P,VC110-P,Adapter - XLR female - 6.3 mm Jack female stereo Adapter 25 pcs box,,693,685
1,PROCAB,VC130-P,VC130-P,Adapter - XLR female - RCA/Cinch male Adapter 25 pcs box,,339,335
1,PROCAB,VC135-P,VC135-P,Adapter - XLR male - RCA/Cinch male Adapter 25 pcs box,,344,340
1,PROCAB,VC210-P,VC210-P,Cable connector - RCA/Cinch female - pair Connector 25 pcs box,,440,435
1,PROCAB,VC3FDL-P,VC3FDL-P,Panel connector - 3-pin xlr female Connector 50 pcs box,,410,405
1,PROCAB,VC3FX-P,VC3FX-P,Cable connector - 3-pin xlr female  Connector pack - 50 pcs,,396,391
1,PROCAB,VC3MDL,VC3MDL,Panel connector - 3-pin xlr male Connector,,8,8
1,PROCAB,VC3MDL-P,VC3MDL-P,Panel connector - 3-pin xlr male Connector 50 pcs box,,379,375
1,PROCAB,VC3MX-P,VC3MX-P,Cable connector - 3-pin xlr male Connector 50 pcs box,,322,318
1,PROCAB,VC5FX-P,VC5FX-P,Cable connector - 5-pin xlr female Connector 25 pcs box,,317,313
1,PROCAB,VC5MX-P,VC5MX-P,Cable connector - 5-pin xlr male Connector 25 pcs box,,285,281
1,PROCAB,VCD10-P,VCD10-P,Blind plate - D-size  100 pieces,,328,324
1,PROCAB,VCD15-P,VCD15-P,Panel connector - rca/cinch female Connector 25 pcs box,,300,296
1,PROCAB,VCD20-P,VCD20-P,Panel connector - 5-pin din female Connector 25 pcs box,,381,377
1,PROCAB,VCD30-P,VCD30-P,Panel connector - bnc double female Connector pack - 25 pcs,,674,666
1,PROCAB,VCD60-P,VCD60-P,Panel connector - rca/cinch female - metal Connector 25 pcs box,,336,331
1,PROCAB,VCD70-P,VCD70-P,Panel connector - bnc double female - metal Connector 25 pcs box,,766,757
1,PROCAB,VCJ2MX-P,VCJ2MX-P,Cable connector - 6.3 mm Jack male Connector pack - 25 pcs,,213,210
1,PROCAB,VCJ3MX-P,VCJ3MX-P,Cable connector - 6.3 mm Jack male stereo Connector 25 pcs box,,225,222
1,PROCAB,VCK10/B,VCK10/B,Keystone blind plate Black,,3,3
1,PROCAB,VCK10/W,VCK10/W,Keystone blind plate White,,3,3
1,PROCAB,VCK107P/B,VCK107P/B,Keystone adapter - RCA female - RCA female - pair Black,,40,40
1,PROCAB,VCK107P/W,VCK107P/W,Keystone adapter - RCA female - RCA female - pair White,,40,40
1,PROCAB,VCK310/B,VCK310/B,Keystone adapter - 3.5 mm Jack female - 3.5 mm Jack female Black,,20,20
1,PROCAB,VCK310/W,VCK310/W,Keystone adapter - 3.5 mm Jack female - 3.5 mm Jack female White,,19,19
1,PROCAB,VCK450/B,VCK450/B,Keystone adapter - HDMI A female - HDMI A female - pigtail Black,,52,52
1,PROCAB,VCK450/W,VCK450/W,Keystone adapter - HDMI A female - HDMI A female - pigtail White,,52,52
1,PROCAB,VCK622/B,VCK622/B,Keystone adapter - USB 2.0 A - USB 2.0 A Black,,39,39
1,PROCAB,VCK622/W,VCK622/W,Keystone adapter - USB 2.0 A - USB 2.0 A White,,39,39
1,PROCAB,VCK625/B,VCK625/B,Keystone adapter - USB 2.0 A - 4-pin terminal block Black,,41,41
1,PROCAB,VCK625/W,VCK625/W,Keystone adapter - USB 2.0 A - 4-pin terminal block White,,41,41
1,PROCAB,VCK630/W,VCK630/W,Keystone adapter - USB 3.0 A - USB 3.0 B - reversible White,,66,65
1,PROCAB,VCL4FC-P,VCL4FC-P,Cable connector - 4-pin speaker female Connector 15 pcs box,,276,273
1,PROCAB,VCL4MFB,VCL4MFB,Speaker adapter - 4-pin speaker male to 4-pin speaker female,,53,53
1,PROCAB,VCL4MP-P,VCL4MP-P,Panel connector - 4-pin speaker male Connector pack - 25 pcs,,309,305
1,PROCAB,VDK10/B,VDK10/B,D-size keystone adapter Black,,11,11
1,PROCAB,VDK10/S,VDK10/S,D-size keystone adapter Silver,,11,11
1,PROCAB,ACM120/B,ACM120/B,Self adhesive cable tie mount - 20 x 20 mm Black version,,24,24
1,PROCAB,ACM120/W,ACM120/W,Self adhesive cable tie mount - 20 x 20 mm White version,,24,24
1,PROCAB,ACM130/B,ACM130/B,Self adhesive cable tie mount - 30 x 30 mm Black version,,46,45
1,PROCAB,ACM130/W,ACM130/W,Self adhesive cable tie mount - 30 x 30 mm White version,,46,45
1,PROCAB,ACS102/B,ACS102/B,Polyolefin shrink sleeve - 2 mm Black version,,10,10
1,PROCAB,ACS104/B,ACS104/B,Polyolefin shrink sleeve - 4 mm Black version,,12,12
1,PROCAB,ACS104/T,ACS104/T,Polyolefin shrink sleeve - 4 mm Transparent version,,12,12
1,PROCAB,ACS106/B,ACS106/B,Polyolefin shrink sleeve - 6 mm Black version,,15,14
1,PROCAB,ACS106/T,ACS106/T,Polyolefin shrink sleeve - 6 mm Transparent version,,15,14
1,PROCAB,ACS108/B,ACS108/B,Polyolefin shrink sleeve - 8 mm Black version,,18,18
1,PROCAB,ACS108/T,ACS108/T,Polyolefin shrink sleeve - 8 mm Transparent version,,18,18
1,PROCAB,ACS110/B,ACS110/B,Polyolefin shrink sleeve - 10 mm Black version,,20,20
1,PROCAB,ACS110/T,ACS110/T,Polyolefin shrink sleeve - 10 mm Transparent version,,20,20
1,PROCAB,ACS112/B,ACS112/B,Polyolefin shrink sleeve - 12 mm Black version,,12,12
1,PROCAB,ACS112/T,ACS112/T,Polyolefin shrink sleeve - 12 mm Transparent version,,12,12
1,PROCAB,ACS116/B,ACS116/B,Polyolefin shrink sleeve - 16 mm Black version,,22,21
1,PROCAB,ACS116/T,ACS116/T,Polyolefin shrink sleeve - 16 mm Transparent version,,22,21
1,PROCAB,ACS122/B,ACS122/B,Polyolefin shrink sleeve - 22 mm Black version,,21,21
1,PROCAB,ACS122/T,ACS122/T,Polyolefin shrink sleeve - 22 mm Transparent version,,21,21
1,PROCAB,ACS128/B,ACS128/B,Polyolefin shrink sleeve - 28 mm Black version,,28,28
1,PROCAB,ACS128/T,ACS128/T,Polyolefin shrink sleeve - 28 mm Transparent version,,28,28
1,PROCAB,ACS135/B,ACS135/B,Polyolefin shrink sleeve - 35 mm Black version,,39,39
1,PROCAB,ACS135/T,ACS135/T,Polyolefin shrink sleeve - 35 mm Transparent version,,39,39
1,PROCAB,ACT210/B,ACT210/B,"Nylon cable ties - 2.5 x 100 mm Black, uv-resistant version",,6,6
1,PROCAB,ACT210/W,ACT210/W,Nylon cable ties - 2.5 x 100 mm White version,,6,6
1,PROCAB,ACT314/B,ACT314/B,"Nylon cable ties - 3.6 x 140 mm Black, uv-resistant version",,12,12
1,PROCAB,ACT314/W,ACT314/W,Nylon cable ties - 3.6 x 140 mm White version,,12,12
1,PROCAB,ACT320/B,ACT320/B,"Nylon cable ties - 3.6 x 200 mm Black, uv-resistant version",,17,17
1,PROCAB,ACT320/W,ACT320/W,Nylon cable ties - 3.6 x 200 mm White version,,17,17
1,PROCAB,ACT418/B,ACT418/B,"Nylon cable ties - 4.8 x 180 mm Black, uv-resistant version",,23,23
1,PROCAB,ACT418/W,ACT418/W,Nylon cable ties - 4.8 x 180 mm White version,,23,23
1,PROCAB,ACT428/B,ACT428/B,"Nylon cable ties - 4.8 x 280 mm Black, uv-resistant version",,33,33
1,PROCAB,ACT428/W,ACT428/W,Nylon cable ties - 4.8 x 280 mm White version,,33,33
1,PROCAB,ACT436/B,ACT436/B,"Nylon cable ties - 4.8 x 360 mm Black, uv-resistant version",,44,43
1,PROCAB,ACT436/W,ACT436/W,Nylon cable ties - 4.8 x 360 mm White version,,44,43
1,PROCAB,ACT735/B,ACT735/B,"Nylon cable ties - 7.2 x 350 mm Black, uv-resistant version",,81,80
1,PROCAB,ACT735/W,ACT735/W,Nylon cable ties - 7.2 x 350 mm White version,,81,80
1,PROCAB,ACW106/B,ACW106/B,Spiral wrappingband - 6 mm Black version - 10m pack,,15,14
1,PROCAB,ACW106/T,ACW106/T,Spiral wrappingband - 6 mm Transparent version - 10m pack,,15,14
1,PROCAB,ACW112/B,ACW112/B,Spiral wrappingband - 12 mm Black version - 10m pack,,30,30
1,PROCAB,ACW112/T,ACW112/T,Spiral wrappingband - 12 mm Transparent version - 10m pack,,30,30
1,PROCAB,ACW120/B,ACW120/B,Spiral wrappingband - 20 mm Black version - 5m pack,,37,36
1,PROCAB,ACW120/T,ACW120/T,Spiral wrappingband - 20 mm Transparent version - 5m pack,,37,36
1,PROCAB,ALS07/1,ALS07/1,Loudspeaker cable - 2 x 0.75 mm² - 18 AWG - CCA 100 meter,,165,163
1,PROCAB,ALS07/5,ALS07/5,Loudspeaker cable - 2 x 0.75 mm² - 18 AWG - CCA 500 meter,,827,817
1,PROCAB,ALS15/1,ALS15/1,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - CCA 100 meter,,274,271
1,PROCAB,ALS15/5,ALS15/5,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - CCA 500 meter,,1417,1400
1,PROCAB,ALS25/1,ALS25/1,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - CCA 100 meter,,432,426
1,PROCAB,ALS25/5,ALS25/5,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - CCA 500 meter,,2138,2112
1,PROCAB,BLS207/1,BLS207/1,Loudspeaker cable - 2 x 0.75 mm²-18 AWG - CCA 100 meter - black,,351,347
1,PROCAB,BLS207/3,BLS207/3,Loudspeaker cable - 2 x 0.75 mm²-18 AWG - CCA 300 meter - black,,1067,1054
1,PROCAB,BLS215/1,BLS215/1,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - CCA 100 meter - black,,536,529
1,PROCAB,BLS215/3,BLS215/3,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - CCA 300 meter - black,,1621,1602
1,PROCAB,BLS215W/1,BLS215W/1,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - CCA 100 meter - white,,537,530
1,PROCAB,BLS215W/3,BLS215W/3,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - CCA 300 meter - white,,1621,1602
1,PROCAB,BLS225/1,BLS225/1,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - CCA 100 meter - black,,799,789
1,PROCAB,BLS225/3,BLS225/3,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - CCA 300 meter - black,,2411,2382
1,PROCAB,BLS225W/1,BLS225W/1,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - CCA 100 meter - white,,799,789
1,PROCAB,BLS225W/3,BLS225W/3,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - CCA 300 meter - white,,2411,2382
1,PROCAB,BMC224/1,BMC224/1,Balanced microphone cable - flex 2 x 0.22 mm² - 24 AWG 100 meter,,479,473
1,PROCAB,BMC224/3,BMC224/3,Balanced microphone cable - flex 2 x 0.22 mm² - 24 AWG 300 meter,,1449,1431
1,PROCAB,BSP510,BSP510,Displayport (Male) to HDMI (Female) adapter - 0.2 m,,123,122
1,PROCAB,BSP803F,BSP803F,Adapter - 3-pin XLR female to RJ45,,43,42
1,PROCAB,BSP803M,BSP803M,Adapter - 3-pin XLR male to RJ45,,41,40
1,PROCAB,BSP805F,BSP805F,Adapter - 5-pin XLR female to RJ45,,48,47
1,PROCAB,BSP805M,BSP805M,Adapter - 5-pin XLR male to RJ45,,45,44
1,PROCAB,BXD602/12,BXD602/12,USB A male - USB A female - active repeater cable 12 meter,,351,347
1,PROCAB,BXD630/10,BXD630/10,USB 3.2 GEN1 USB A male - USB A female - active repeater cable 10 meter,,782,772
1,PROCAB,CAV118/15-H,CAV118/15-H,SVGA male - 5 x BNC male 15 meter - hanger,,301,297
1,PROCAB,CAV118/20-H,CAV118/20-H,SVGA male - 5 x BNC male 20 meter - hanger,,375,370
1,PROCAB,CAV118/3-H,CAV118/3-H,SVGA male - 5 x BNC male 3 meter - hanger,,125,124
1,PROCAB,CAV122/15-H,CAV122/15-H,5 x BNC male - 5 x BNC male 15 meter - hanger,,458,452
1,PROCAB,CAV122/20-H,CAV122/20-H,5 x BNC male - 5 x BNC male 20 meter - hanger,,567,560
1,PROCAB,CAV122/5-H,CAV122/5-H,5 x BNC male - 5 x BNC male 5 meter - hanger,,238,235
1,PROCAB,CCX160/1,CCX160/1,3G SDI coaxial video cable - RG6/U - solid 0.82 mm² - 18 AWG - FlamoFlex™ 100 m plastic reel,,1360,1343
1,PROCAB,CCX160/3,CCX160/3,3G SDI coaxial video cable - RG6/U - solid 0.82 mm² - 18 AWG - FlamoFlex™ 300 m plastic reel,,4079,4029
1,PROCAB,CF45D/B,CF45D/B,Cover frame double 45 x 45 mm Black version,,85,84
1,PROCAB,CF45D/W,CF45D/W,Cover frame double 45 x 45 mm White version,,85,84
1,PROCAB,CF45DH/B,CF45DH/B,Cover frame double 45 x 45 mm with hooks Black version,,91,90
1,PROCAB,CF45DH/W,CF45DH/W,Cover frame double 45 x 45 mm with hooks White version,,91,90
1,PROCAB,CF45S/B,CF45S/B,Cover frame single 45 x 45 mm Black version,,45,44
1,PROCAB,CF45S/W,CF45S/W,Cover frame single 45 x 45 mm White version,,45,44
1,PROCAB,CF45SH/B,CF45SH/B,Cover frame single 45 x 45 mm with hooks  Black version,,47,47
1,PROCAB,CF45SH/W,CF45SH/W,Cover frame single 45 x 45 mm with hooks  White version,,47,47
1,PROCAB,CLA530/0.5,CLA530/0.5,"Loudspeaker cable - terminal block - terminal block (2p - 5.08mm) 0,5 meter",,79,78
1,PROCAB,CLA530/1,CLA530/1,Loudspeaker cable - terminal block - terminal block (2p - 5.08mm) 1 meter,,90,89
1,PROCAB,CLA530/1.5,CLA530/1.5,"Loudspeaker cable - terminal block - terminal block (2p - 5.08mm) 1,5 meter",,102,101
1,PROCAB,CLA530/2,CLA530/2,Loudspeaker cable - terminal block - terminal block (2p - 5.08mm) 2 meter,,111,110
1,PROCAB,CLA830/0.25,CLA830/0.25,"2 x terminal block - 2 x terminal block (3p - 3.81mm) 0,25 meter",,138,136
1,PROCAB,CLA830/0.5,CLA830/0.5,"2 x terminal block - 2 x terminal block (3p - 3.81mm) 0,5 meter",,140,138
